pl_name,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_snum,sy_pnum,disc_year
AU Mic d,,,0.00305,,3678.0,0.744,0.51,-1.0381,9.7221,1,3,2023
HD 47186 b,0.05,,0.04,,5657.0,1.08,0.96,,37.4574,1,2,2008
Kepler-1596 b,,1.9,,,5706.0,0.92,0.95,,2146.23,1,1,2016
Kepler-1669 d,0.0468,1.22,0.0,47.3,4224.0,0.603,0.609,,543.444,1,3,2023
TOI-2977 b,0.03386,13.15934334,0.0,947.8,5691.0,1.073,0.936,0.03703,,1,1,2023
TOI-2084 b,0.05006,2.47,,12.8,3551.0,0.475,0.453,-1.49214,114.549,2,1,2023
Kepler-1024 b,,3.91,,,5143.0,0.78,0.81,,1087.4,1,1,2016
Kepler-761 b,,2.03,,,5706.0,0.93,0.95,,830.707,1,1,2016
Kepler-1585 b,,1.79,,,5538.0,0.91,0.94,,944.465,1,1,2016
Kepler-55 c,,2.21,,,4362.0,0.58,0.62,,578.796,1,5,2012
Kepler-1511 b,,1.68,,,6064.0,1.29,1.17,,1475.6,1,1,2016
K2-54 b,0.0761,2.6116925,0.24,,3990.0,0.643,0.615,-1.02228,174.955,1,1,2016
HAT-P-24 b,,14.5717,0.07,,6373.0,1.38,1.37,,415.344,2,1,2010
GJ 163 c,0.1254,,0.099,,,,,,15.1285,1,3,2013
Kepler-109 c,0.1546,2.65,0.098,91.0,5950.0,1.387,1.094,,474.861,1,2,2014
Kepler-642 b,,2.9,,,6570.0,1.66,1.4,,781.582,1,1,2016
Kepler-392 c,0.093,1.1,,,5938.0,1.129,,,681.428,1,2,2014
Kepler-616 b,,2.43,,,5753.0,0.97,0.98,,945.775,1,3,2016
Kepler-1453 b,,2.67,,,5665.0,0.94,0.97,,1196.04,1,1,2016
Kepler-1718 b,,2.5685207,,,5731.0,0.906,0.846,,375.522,1,1,2021
TOI-451 c,0.0823,3.1,0.0,,5550.0,0.879,0.95,-0.1891,123.739,2,3,2020
Kepler-780 b,,0.89,,,5769.0,1.02,1.01,,557.652,1,1,2016
Kepler-143 c,0.181,3.37,,,5848.0,1.359,,,809.467,1,2,2014
Kepler-263 c,0.242,2.47,,,5265.0,0.785,,,754.747,1,2,2014
HIP 34222 b,0.492,,0.305,,,,0.62,,22.8386,1,1,2021
WASP-81 b,0.03908,16.017661,0.066,,5870.0,1.283,1.08,0.24551,398.505,1,1,2017
GJ 3323 b,0.03282,,0.23,2.58,3159.0,0.119,0.164,-2.56864,5.37484,1,2,2017
K2-66 b,0.05983,2.49,0.0,840.0,5887.0,1.67,1.11,,513.877,1,1,2016
OGLE-2018-BLG-1185L b,1.54,,,,,,0.37,,7400.0,1,1,2021
HD 108236 e,0.1367,3.083,0.058,,5660.0,0.877,0.869,-0.14997,64.5978,1,5,2020
HD 66141 b,1.2,,0.07,,4323.0,21.4,1.1,2.24,68.1509,1,1,2012
HD 205158 b,0.177,,0.145,,,,1.16,,86.6159,1,1,2022
Kepler-951 b,,5.59,,,4834.0,0.73,0.77,,382.509,2,1,2016
K2-90 c,0.035,1.3,0.19,80.8,4421.98,0.634754,0.704613,,134.188,1,2,2016
Kepler-1831 b,,1.97019818,,,6063.0,1.012,1.117,,1053.49,1,1,2021
GJ 422 b,0.111,,0.11,,,,0.35,,12.6631,1,1,2014
HIP 8152 b,0.093,2.53625843,0.0,,5618.0,0.9603,0.9373,-0.0804,101.694,1,2,2023
OGLE-2014-BLG-0124L b,3.48,,,,,,0.9,,3500.0,1,1,2015
TOI-3493 b,,3.22,,245.0,5844.0,1.228,1.023,,96.7224,1,1,2025
Kepler-1853 b,,1.51862272,,,4821.0,0.788,0.765,,562.348,1,1,2021
Kepler-1956 b,,1.08940238,,,4391.0,0.682,0.671,,360.468,1,1,2021
TOI-1411 b,0.02122,1.19880592,0.0,,4115.0,0.614,0.6045,-1.01323,32.4778,1,1,2022
Kepler-256 c,0.045,2.15,,,5551.0,1.301,,,1026.43,1,4,2014
Kepler-999 b,,2.34,,,6237.0,1.65,1.29,,545.063,1,1,2016
Kepler-847 b,,1.18,,,4940.0,0.77,0.83,,513.103,1,1,2016
Kepler-799 c,,2.78068551,,,5588.0,1.593,1.031,,,1,2,2021
Kepler-1168 b,,2.5,,,5157.0,0.82,0.87,,752.666,1,1,2016
WASP-43 b,0.0142,10.424,0.0,,4400.0,0.6,0.58,,86.7467,1,1,2011
TrES-4 b,,18.04649,0.0,,6200.0,1.66,1.08,,515.98,2,1,2007
Kepler-524 c,,0.96,,,6014.0,1.1,1.09,,1058.24,1,2,2016
TrES-5 b,0.02459,13.383546,,,5171.0,0.868,0.901,,360.313,1,1,2011
K2-160 b,,3.17824034,,,5649.0,0.913754,0.982829,,315.363,1,1,2018
K2-348 b,,3.26,,,5077.0,0.85,0.83,,201.856,1,2,2021
HD 20781 e,0.3374,,0.06,,5256.0,,0.7,-0.3098,35.9715,2,5,2019
Kepler-1997 b,0.1815,2.28,0.0,44.86,6215.0,1.052,1.111,,1502.34,1,1,2023
Kepler-1294 b,,3.19,,,5776.0,0.97,0.99,,1855.7,1,1,2016
Kepler-154 e,,1.5,,,5769.0,0.98,0.98,,915.212,1,5,2016
Kepler-623 b,,3.01,,,5443.0,0.86,0.9,,737.702,1,1,2016
K2-115 b,0.1415,11.80305668,0.063,,5870.0,0.855,0.918,-0.10791,413.591,1,1,2017
NGC 2682 YBP 401 b,,,0.15,,6165.0,,1.14,,830.822,1,1,2016
Kepler-1987 c,0.0427,1.33,0.0,129.44,4769.0,0.714,0.799,,595.683,1,4,2023
TOI-1064 c,0.09429,2.651,0.088,26.8,4734.0,0.726,0.748,-0.62342,68.0726,1,2,2022
Kepler-1692 b,,1.11177184,,,5146.0,0.866139,0.87,-0.32425,591.019,1,1,2020
HD 92788 c,10.5,,0.46,,5744.0,1.14,1.15,,34.6538,1,2,2019
KMT-2019-BLG-1806L b,3.02,,,,,,0.74,,6640.0,1,1,2023
V0391 Peg b,1.7,,0.0,,29300.0,0.23,0.5,,1195.98,1,1,2007
Kepler-1006 b,,1.54,,,5328.0,0.74,0.78,,,1,1,2016
K2-199 c,0.0662,2.85,0.03,38.6,4491.0,0.682,0.711,-0.73283,107.518,1,2,2018
OGLE-TR-10 b,0.0434,14.011,,,5950.0,1.17,1.14,0.188,1344.97,1,1,2004
K2-379 b,,2.181,,,4603.0,0.751,0.856,,182.207,1,1,2022
Kepler-714 b,,9.67,,,5995.0,1.12,1.09,,2083.37,1,1,2016
Kepler-384 c,0.236,1.13,,,5577.0,0.882,,,895.678,1,2,2014
K2-241 b,0.1567,2.55,,,5262.0,0.75,0.71,,149.464,1,1,2018
HD 108874 c,2.659,,0.239,,5551.0,,0.95,,59.5175,1,2,2005
HD 14787 b,1.7,,0.155,,4946.0,5.01,1.43,,119.137,1,1,2018
HIP 66074 b,0.799,,0.948,,4300.0,0.69,0.705,-0.81816,35.4438,1,1,2023
G 9-40 b,0.0418,1.9,0.0,6.27,3395.0,0.3026,0.2952,-1.96019,27.9276,1,1,2019
OGLE-2018-BLG-1119L b,4.06,,,,,,0.48,,5760.0,1,1,2022
TOI-1782.01,0.05024,2.368,,56.25,4336.0,0.669,0.68,,95.2649,1,2,2024
Kepler-1859 b,,1.58313575,,,5887.0,1.235,1.09,,1331.25,1,2,2021
KMT-2018-BLG-0030L b,4.39,,,,,,0.51,,6480.0,1,1,2022
Kepler-633 c,,2.296,,,5877.0,1.265,0.997,,680.54,1,2,2021
Kepler-1172 b,,3.2,,,5558.0,0.89,0.92,,1306.53,1,1,2016
Kepler-74 b,0.0781,10.76,0.0,,6000.0,1.12,1.18,,1177.55,1,1,2013
HD 156098 b,0.167,,0.109,,,,1.29,,48.249,1,2,2022
HD 175541 b,0.975,,0.11,,5013.0,4.19,1.39,,129.603,1,1,2007
Kepler-291 b,0.047,2.16,,,6002.0,1.016,,,1786.48,1,2,2014
HD 163607 c,2.39,,0.08,,5522.0,1.76,1.12,,67.7855,1,2,2010
HD 216536 b,0.61,,0.38,,4639.0,9.83,0.81,,376.233,1,1,2015
Kepler-646 b,,1.99,,,5634.0,0.91,0.93,,451.794,1,1,2016
Kepler-1689 b,,0.94678642,,,5731.43,0.996208,1.023,-0.01555,294.122,1,1,2020
MOA-2009-BLG-387L b,1.8,,,,,,0.19,,5690.0,1,1,2010
OGLE-2018-BLG-0932L b,1.75,,,,,,0.72,,6620.0,1,1,2022
ZTF J1828+2308 b,,11.13051784,,,15900.0,0.0131,0.61,,201.827,1,1,2025
Kepler-69 b,0.094,2.24,0.16,,5638.0,0.93,0.81,-0.097,730.625,1,2,2013
HD 102956 b,0.0807,,0.037,,4985.0,4.55,1.66,,121.89,2,1,2010
OGLE-2016-BLG-1195L b,1.16,,,,,,0.078,,3910.0,1,1,2017
Kepler-1996 c,0.3608,2.81,0.0,1.38,4580.0,0.675,0.748,,440.561,1,2,2023
HAT-P-28 b,0.0434,13.585,0.051,,5680.0,1.103,1.025,0.053,401.319,1,1,2011
TOI-1855 b,0.02398,18.49481816,0.033,,5359.0,1.041,0.987,-0.09474,176.833,1,1,2024
Kepler-870 b,,2.78,,,5857.0,1.02,1.01,,1259.46,1,1,2016
Kepler-536 b,,3.1,,,5524.0,0.89,0.92,,462.322,1,1,2016
TOI-1117 b,0.033,2.46,0.0,928.0,5635.0,1.05,0.97,-0.4437,167.598,1,3,2025
Kepler-1968 b,,1.50004034,,,5008.0,0.788,0.844,,750.93,1,1,2021
HATS-29 b,0.05475,14.022459,0.158,,5670.0,1.073,1.032,0.02938,353.891,1,1,2016
Kepler-165 c,0.11,2.23,,,5211.0,0.77,,,560.885,1,2,2014
MOA-2011-BLG-322L b,4.3,,,,,,0.39,,7560.0,1,1,2013
Kepler-1218 b,,1.44,,,5986.0,1.1,1.06,,840.503,1,1,2016
Kepler-1375 b,,1.74,,,6704.0,1.78,1.47,,1430.84,1,1,2016
WASP-28 b,0.0442,13.66374747,0.0,,,1.083,0.993,,348.494,1,1,2014
Kepler-1567 b,,2.73,,,5655.0,0.93,0.95,,1206.11,1,1,2016
NGC 2682 YBP 1514 b,,,0.28,,5725.0,,0.96,,914.221,1,1,2014
Kepler-254 c,0.105,2.15,,,5957.0,0.91,,,1389.48,1,3,2014
Kepler-1415 b,,1.29,,,5267.0,0.84,0.89,,1043.56,1,1,2016
AB Aur b,93.9,,0.4,,9770.0,,2.4,1.77085,162.127,1,1,2022
Kepler-260 b,0.075,2.01,,,5250.0,0.862,,,627.365,1,2,2014
K2-183 b,,1.1,,,5482.0,0.87,,,329.041,1,3,2018
K2-184 b,0.1685,1.47,,,5245.0,0.75,0.84,,75.5857,1,1,2018
K2-336 b,,1.22,,,5424.0,0.8,0.86,,239.289,1,1,2021
TOI-2443 b,0.105,2.363,0.301,,4375.0,0.631,0.642,-0.86487,23.9258,1,1,2023
Kepler-428 b,0.0433,12.11,0.22,,5150.0,0.8,0.87,-0.39,686.284,1,1,2014
Kepler-436 c,,2.33,,,4685.0,0.71,0.75,,588.867,1,2,2016
K2-204 b,0.0738,3.17214154,0.28,,5783.0,1.253,1.076,0.19866,577.235,1,1,2018
Kepler-331 b,0.065,1.82,,,4347.0,0.492,,,580.119,1,3,2014
K2-371 b,,13.024,,,4925.0,0.736,0.958,,442.813,1,1,2022
Kepler-123 c,0.181,1.48,,,6089.0,1.264,,,1021.66,1,2,2014
GJ 649 b,1.112,,0.083,,3734.0,0.5,0.51,-1.361,10.3796,1,1,2009
K2-169 b,,1.27328671,,,5548.0,0.919053,0.986144,,235.867,1,1,2018
HD 215152 c,0.067393,,0.0,,4935.0,0.73,0.77,,21.5974,1,4,2018
Kepler-753 b,,1.91,,,4346.0,0.65,0.68,,274.767,1,1,2016
Kepler-1496 b,,2.22,,,6182.0,1.27,1.18,,1307.66,1,1,2016
Kepler-301 c,0.06,1.35,,,5815.0,0.9,,,719.166,1,3,2014
HIP 116454 b,0.0792,2.469,0.215,51.2858,5048.0,0.758,0.8,-0.47314,62.4491,2,1,2014
Kepler-1037 b,,1.28,,,5105.0,0.78,0.82,,446.914,1,1,2016
HD 219077 b,5.935,,0.768,,,,0.92,,29.1864,1,1,2012
EPIC 206024342 d,,2.6,,,5724.0,1.1,,,369.888,1,3,2021
Kepler-1601 b,,0.82,,,5869.0,1.07,1.04,,644.456,1,1,2016
Oph 11 b,243.0,,,,2375.0,,0.016,-2.77,,1,1,2006
Kepler-1336 b,,1.98,,,5512.0,1.3,0.94,,1126.64,1,2,2016
Kepler-1456 b,,1.14,,,4231.0,0.62,0.64,,370.312,1,1,2016
KMT-2019-BLG-1216L b,2.44,,,,,,0.39,,2740.0,1,1,2023
HAT-P-56 b,,16.92559,,,6566.0,1.47,1.42,,320.639,1,1,2015
WASP-107 c,,,0.28,,4425.0,0.67,0.683,-0.87943,64.7414,1,2,2020
HD 188641 b,12.027,,0.034,,,,1.07,,64.3399,1,1,2022
K2-147 b,0.01575,1.47286006,0.38,,3690.0,0.578,0.563,-1.25181,90.5494,1,1,2018
LHS 475 b,,0.991,,,3300.0,0.2789,0.262,,12.4814,1,1,2023
WASP-106 b,0.0901,12.10569916,0.023,,6002.0,1.47,1.175,,352.181,1,1,2014
OGLE-2017-BLG-1237L b,2.53,,,,,,0.46,,6030.0,1,1,2024
HD 10180 c,0.06412,,0.073,,5911.0,1.109,1.06,,38.9607,1,6,2010
HD 114729 b,2.067,,0.079,,5844.0,1.473,0.936,,37.8063,2,1,2002
Kepler-1602 b,,1.34,,,6296.0,1.36,1.22,,629.804,1,1,2016
OGLE-2017-BLG-1140L b,1.02,,,,,,0.211,,,1,1,2018
GJ 15 A b,0.072,,0.094,,3607.0,0.38,0.38,-1.655,3.56228,2,2,2014
K2-401 b,,2.262,,,4213.0,0.675,0.87,,200.727,1,1,2022
HD 130322 b,0.0925,,0.029,,5387.0,0.85,0.92,,31.8766,1,1,1999
TOI-1470 b,0.0285,2.18,0.3,46.3,3709.0,0.469,0.471,-1.42481,51.9503,1,2,2023
24 Boo b,0.194,,0.032,,4816.0,12.19,1.05,1.87691,95.9863,1,1,2018
HD 109833 b,,2.888,0.18,,5881.0,1.0,1.08,0.07188,79.5561,1,2,2022
Kepler-958 b,,2.06,,,5421.0,0.86,0.91,,449.773,1,1,2016
Kepler-648 b,,3.22,,,5741.0,0.98,1.05,,636.03,1,1,2016
KMT-2023-BLG-0735L b,2.96,,,,,,0.61,,6390.0,1,1,2024
HD 5891 b,0.64,,0.07,,4673.0,10.64,1.93,,283.502,1,1,2011
HD 160691 e,,,,,5773.0,1.33,1.13,,15.5981,1,4,2006
WD 1856+534 b,0.0204,10.4,0.0,0.181,4710.0,0.0131,0.518,,24.7359,3,1,2020
TOI-1410 c,0.239,,0.0,,4635.0,0.7558,0.7941,-0.6216,72.7512,1,2,2024
KMT-2019-BLG-2974L b,2.0,,,,,,0.47,,6100.0,1,1,2022
WASP-133 b,0.0345,13.56289,0.17,,5700.0,1.44,1.16,,559.084,1,1,2016
bet Pic c,2.68,,0.314,,,,1.795,,19.7442,1,2,2019
HD 73534 b,2.99,,0.126,,4917.0,2.58,1.16,,83.3321,1,1,2008
HD 45184 b,0.0644,,0.07,,5869.0,,1.03,0.05308,21.9532,1,2,2019
HD 73267 b,2.229,,0.261,,,,0.93,,50.4093,1,2,2008
HD 285968 b,0.066,,0.0,,,,0.5,-1.658,9.47045,1,1,2008
HD 102329 c,,,0.209,,,,1.3,,217.107,1,2,2018
eps CrB b,1.3,,0.11,,4406.0,21.0,1.7,,69.8683,1,1,2012
HD 62549 b,11.842,,0.15,,,,1.08,,49.3305,1,1,2022
K2-186 b,,3.17207779,,,5784.0,0.98083,1.018617,,330.739,1,1,2018
K2-340 b,,3.36,,,5532.0,1.13,0.93,,738.136,1,1,2021
K2-146 c,,2.19,0.075,,3385.0,0.33,0.331,,79.3002,1,2,2019
Kepler-1644 b,,1.88,,,5499.0,0.86,0.89,,629.27,1,1,2016
Kepler-375 c,0.141,2.65,,,5826.0,0.837,,,1238.81,1,2,2014
Kepler-375 b,0.101,1.45,,,5826.0,0.837,,,1238.81,1,2,2014
K2-264 b,0.05023,2.231,,,3660.0,0.473,0.496,,185.605,1,2,2018
K2-264 c,0.11283,2.668,,,3660.0,0.473,0.496,,185.605,1,2,2018
K2-100 b,0.0301,3.88,0.0,1915.0,5945.0,1.24,1.15,,188.959,1,1,2016
K2-275 c,0.0881,2.21,,,4841.0,0.69,0.77,,123.438,1,2,2018
K2-123 b,0.1649,2.76,,,4035.0,0.59,0.62,,161.555,1,1,2017
K2-343 c,,2.02,,,3804.0,0.46,0.49,,166.169,1,2,2021
Kepler-1530 d,,3.27870115,,,5678.0,1.303,1.015,,489.876,1,3,2021
Kepler-1137 b,,2.2,,,6807.0,1.84,1.5,,921.778,1,1,2016
HD 108874 b,1.04,,0.13,,5600.0,1.05,1.1,,59.5175,1,2,2002
Kepler-990 b,,2.6,,,5948.0,1.08,1.05,,802.163,1,2,2016
Kepler-1174 b,,1.59,,,5936.0,1.04,1.04,,1408.75,1,1,2016
CoRoT-21 b,0.0417,14.5717,0.0,,6200.0,1.95,1.29,,,1,1,2012
TOI-4201 b,0.04,13.67495645,0.041,45.2,3794.0,0.63,0.61,-1.11919,189.011,1,1,2023
K2-113 b,0.0642,12.14,,,5660.0,1.24,1.04,,635.722,1,1,2017
OGLE-2015-BLG-0966L b,2.7,,,,,,0.38,,3300.0,1,1,2016
Kepler-695 b,,9.21,,,5181.0,0.8,0.84,,842.947,1,1,2016
Kepler-775 b,,1.19,,,5468.0,0.84,0.92,,398.676,1,1,2016
TOI-2379 b,0.05263,11.72459381,0.342,25.3,3707.0,0.622,0.645,,211.247,1,1,2024
Kepler-1530 c,,1.65,,,5477.0,0.88,0.92,,489.876,1,3,2016
Kepler-1816 b,,1.9679397,,,5051.0,0.706,0.786,,437.823,1,1,2021
CI Tau c,0.17,,0.58,,,,,,157.998,1,1,2024
BD+05 4868 A b,0.0208,,,,4596.0,0.69,0.7,-0.7167,43.5687,2,1,2025
BD-210397 c,5.9,,0.43,,,,0.69,,23.7324,1,2,2023
Kepler-670 b,,13.18,,,5709.0,0.99,0.99,,939.744,1,1,2016
TOI-270 c,0.04526,2.355,0.027,,3506.0,0.378,0.386,-1.7122,22.4793,1,3,2019
Kepler-750 b,,3.07,,,6160.0,1.23,1.15,,1296.02,1,2,2016
HAT-P-52 b,0.03694,11.309881,0.047,,5131.0,0.893,0.887,-0.30452,361.155,1,1,2015
OGLE-2019-BLG-1053L b,3.4,,,,,,0.61,,6800.0,1,1,2021
HD 5608 b,1.79,,0.11,,4807.0,5.43,1.29,1.15473,58.1105,2,1,2012
K2-293 b,,2.45,,,5532.0,0.947,0.958,,392.251,1,1,2019
Kepler-237 c,0.071,2.08,,,4861.0,0.725,,,657.822,1,2,2014
HD 200964 b,1.565,,0.087,,4982.0,4.92,1.39,,72.5922,1,2,2010
Kepler-879 c,,0.4,,,5456.75,1.022,0.974,,802.672,1,2,2024
Kepler-920 b,,2.42,,,5403.0,0.85,0.89,,1001.68,1,2,2016
OGLE-2014-BLG-0676L b,4.53,,,,,,0.73,,2670.0,1,1,2016
Kepler-1888 b,,1.32578716,,,5557.0,1.249,0.897,,402.947,1,1,2021
Kepler-1094 b,,3.18,,,6112.0,1.21,1.14,,1291.01,1,1,2016
Kepler-1135 b,,1.85,,,5656.0,0.94,0.96,,1314.64,1,1,2016
Kepler-734 b,,3.56,,,5326.0,0.78,0.85,,1157.21,1,1,2016
K2-149 b,0.083,1.64,,7.0,3745.0,0.568,0.595,-1.3098,123.676,1,1,2018
TOI-2416 b,0.0831,9.86390302,0.32,,5808.0,1.236,1.118,0.197,557.733,1,1,2023
Kepler-1232 b,,1.93,,,5471.0,0.89,0.92,,632.865,1,1,2016
TOI-480 b,0.077,2.85372018,0.0,,6174.0,1.4877,1.2793,0.46195,54.5306,1,1,2024
WASP-8 c,5.28,,0.0,,,,1.04,,89.9606,2,2,2013
KMT-2018-BLG-1025L b,1.305,,,,,,0.219,,6705.0,1,1,2021
Kepler-379 c,0.326,2.29,,,6054.0,1.306,,,731.274,1,2,2014
Kepler-1442 b,,3.93,,,6394.0,1.44,1.34,,608.68,1,1,2016
Kepler-378 b,0.112,0.75,,,4661.0,0.671,,,152.094,1,2,2014
TOI-1437 b,0.14,2.24,0.17,82.0,6008.0,1.17,1.1,0.28466,103.297,1,1,2024
HIP 38594 c,3.805,,0.16,,,,0.61,,17.7886,2,2,2020
Kepler-1154 c,,2.36,,,6327.0,1.43,1.26,,1460.1,1,2,2016
HD 96700 d,0.424,,0.27,,5845.0,,0.89,0.13988,25.4111,1,3,2021
HD 21520 b,0.1726,2.697,0.0,,5871.0,1.044,1.09,0.06595,79.208,1,1,2024
HD 212771 b,1.19,,0.076,,5003.0,5.27,1.56,,111.155,1,1,2009
Kepler-1886 b,,2.58158428,,,5745.0,0.837,0.928,,1059.51,1,1,2021
CoRoT-27 b,0.0476,11.287,0.065,,5900.0,1.08,1.05,,1010.28,1,1,2014
CoRoT-18 b,0.0295,14.68,0.08,,5440.0,1.0,0.95,,764.889,1,1,2011
Kepler-588 b,,2.63,,,5835.0,1.0,1.01,,1209.4,1,1,2016
Kepler-1782 b,,2.22927435,,,4931.0,0.734,0.794,,305.792,1,1,2021
OGLE-2017-BLG-1434L b,1.18,,,,,,0.234,,860.0,1,1,2018
Kepler-529 c,,2.0,,,6087.0,1.14,1.07,,799.008,1,3,2016
OGLE-2019-BLG-1470L AB c,3.2,,,,,,0.57,,5900.0,2,1,2022
GJ 676 A c,9.726,,0.295,,,,0.626,,16.0272,2,4,2016
Kepler-1445 b,,0.96,,,6150.0,1.26,1.13,,506.357,1,1,2016
HD 29399 b,1.913,,0.05,,4845.0,4.5,1.17,1.00173,44.1518,1,1,2022
HD 33142 d,0.452,,0.191,,5025.4,4.17,1.52,1.00043,121.375,1,3,2022
HD 174205 b,1.7,,0.4,,4308.0,26.6,1.8,2.3784,234.027,1,1,2022
11 Com b,1.178,,0.238,,4874.0,13.76,2.09,1.97823,93.1846,2,1,2007
HD 147018 b,0.2388,,0.4686,,5441.0,,0.927,,40.4256,1,2,2009
HD 180617 b,0.343,,0.101,,3534.0,0.481,0.484,-1.49,5.91059,2,1,2018
HIP 67522 c,0.1228,7.93595834,0.077,,5675.0,1.38,1.22,0.24304,127.28,1,2,2024
HD 76700 b,0.05,,0.09,,5644.0,1.37,0.99,,60.8831,1,1,2002
HD 92788 b,0.97,,0.35,,5744.0,1.14,1.15,,34.6538,1,2,2000
HD 142 A d,0.474,,0.13,,,,1.21,,26.1853,2,3,2022
HD 86226 b,2.73,,0.059,,5863.0,1.053,1.019,0.07188,45.683,1,2,2009
HD 51608 b,0.1059,,0.09,,5358.0,,0.8,-0.24413,35.0553,1,2,2019
HD 124330 b,0.86,,0.34,,5873.0,,1.15,,60.1977,1,1,2021
HD 86950 b,2.72,,0.17,,4805.0,8.8,1.66,1.55991,209.839,1,1,2016
HD 25463 b,0.076,2.54535814,0.0,,6353.0,1.4182,1.251,0.47276,45.6181,1,2,2023
HD 215152 b,0.057638,,0.0,,4935.0,0.73,0.77,,21.5974,1,4,2018
HAT-P-22 b,,12.89035,0.02,,5302.0,1.11,1.13,,81.7647,2,1,2010
61 Vir b,0.050201,,0.12,,5577.0,0.963,0.942,-0.095,8.50332,1,3,2009
HD 156846 b,1.12,,0.85,,6090.0,1.9,1.38,,47.7332,2,1,2007
HD 167768 b,0.1512,,0.149,,4851.0,9.7,1.08,1.66932,107.214,1,1,2022
HD 181433 b,0.08,,0.4,,4918.0,0.79,0.63,,26.8762,1,3,2008
HD 41004 A b,,,0.74,,,,,,36.69117,2,2,2004
HD 142 b,1.039,,0.158,,,,1.21,,26.1853,2,3,2001
KMT-2021-BLG-1150L b,4.5,,,,,,0.73,,3800.0,1,1,2023
Kepler-871 b,,3.74,,,5993.0,1.14,1.11,,1976.05,1,1,2016
Kepler-564 b,,4.63,,,5626.0,0.92,0.95,,863.037,1,1,2016
Kepler-1669 c,,1.90120972,,,4224.0,0.603,0.609,,543.444,1,3,2021
KMT-2016-BLG-1820L b,1.08,,,,,,0.039,,6260.0,1,1,2018
Kepler-1329 b,,2.17,,,4500.0,0.69,0.72,,588.037,1,1,2016
Kepler-1892 b,,1.83707938,,,5383.0,0.759,0.851,,851.595,1,1,2021
TOI-4145 A b,0.04823,13.30506009,0.0,223.0,5281.0,0.859,0.905,-0.28735,205.387,2,1,2023
HATS-28 b,0.04131,13.383546,0.202,,5498.0,0.922,0.929,-0.15739,535.383,1,1,2016
KMT-2021-BLG-0736L b,4.0,,,,,,0.6,,7000.0,1,1,2025
Kepler-715 b,,3.75,,,5871.0,1.04,1.04,,1327.44,1,1,2016
Kepler-1629 b,,0.77,,,5776.0,1.01,1.01,,336.09,1,1,2016
KMT-2021-BLG-1077L c,0.93,,,,,,0.14,,8240.0,1,2,2022
HIP 105854 b,0.81,,0.02,,4780.0,,2.1,1.67,78.6381,1,1,2014
GJ 806 b,0.01406,1.331,,130.0,3600.0,0.4144,0.413,-1.58528,12.0445,1,2,2023
Kepler-1254 d,,1.31,,,4985.0,0.75,0.78,,622.818,1,3,2016
TOI-1811 b,0.04389,11.14172682,0.052,,4766.0,0.769,0.817,-0.56019,128.23,1,1,2023
NSVS 14256825 b,3.12,,0.12,,40000.0,0.188,0.419,,820.877,2,1,2019
tau Boo b,0.049,,0.011,,6466.27,1.42588,1.32,0.50548,15.6521,2,1,1996
KMT-2021-BLG-1105L b,3.54,,,,,,0.63,,4540.0,1,1,2023
Kepler-1044 b,,2.67,,,5985.0,1.11,1.08,,1278.96,1,1,2016
Kepler-154 c,0.303,2.95,,,5690.0,1.001,,,915.212,1,5,2014
KMT-2021-BLG-1689L b,2.5,,,,4570.0,,0.58,,7200.0,1,1,2022
TOI-1775 b,0.08,8.04728896,0.0,,5284.0,0.8288,0.9218,-0.31605,149.234,1,1,2024
Kepler-484 b,,2.28,,,5668.0,0.87,0.96,,382.136,1,1,2016
Kepler-112 b,0.076,2.36,,,5544.0,0.841,,,513.206,1,2,2014
HIP 19976 b,0.234,,0.304,,,,0.67,,40.2707,2,1,2022
Kepler-1896 b,,3.09935997,,,6122.0,0.996,1.07,,1732.91,1,1,2021
Kepler-1436 b,,1.31,,,5972.0,1.09,1.06,,2530.62,1,1,2016
HD 95086 b,55.7,,,,,,1.6,,86.2279,1,1,2013
NGC 2682 YBP 1194 b,,,0.3,,5780.0,,1.01,,872.92,1,1,2014
KMT-2021-BLG-0909L b,1.75,,,,,,0.38,,6480.0,1,1,2023
Kepler-77 b,0.04501,10.761,0.0,,5520.0,0.99,0.95,,639.411,1,1,2013
K2-136 b,0.0707,1.014,0.14,33.5,4500.0,0.677,0.742,-0.7765,59.2474,2,3,2017
K2-253 b,0.0506,12.67,,,6027.0,1.1,1.08,,876.565,1,1,2018
HD 181433 d,3.0,,0.48,,4962.0,,0.78,-0.511,26.8762,1,3,2008
Kepler-202 c,0.113,1.85,,,4668.0,0.667,,,285.111,1,2,2014
Kepler-1390 b,,1.18,,,5753.0,0.98,0.98,,723.431,1,1,2016
Kepler-625 b,,1.99,,,5789.0,0.96,1.04,,760.708,1,2,2016
HD 163607 b,0.362,,0.7441,,5522.0,1.76,1.12,,67.7855,1,2,2010
Kepler-1463 b,,1.86,,,5679.0,0.95,0.96,,1687.47,1,1,2016
HATS-11 b,0.0507,18.03,,,6563.0,1.54,1.33,,944.603,1,1,2016
Kepler-1814 c,0.0133,1.76,0.0,2011.27,4922.0,0.823,0.79,,726.346,1,2,2023
Kepler-198 d,,1.53,,,5636.0,0.93,0.97,,495.358,1,3,2016
